id_voto,id_proyecto,proyecto,dependencia,comuna_id,comuna,perfil_territorial,canal,dispositivo,latencia_ms,estado,timestamp_voto
V-0003278,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,web,desktop,2800,VALIDO,2026-04-15T10:23:03
V-0003689,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,android,527,INVALIDO,2026-04-15T14:48:12
V-0005786,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,web,desktop,611,VALIDO,2026-04-15T10:38:31
V-0007195,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,movil,ios,397,VALIDO,2026-04-15T09:27:42
V-0003132,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,web,desktop,653,VALIDO,2026-04-15T09:03:21
V-0001236,PP-205,Huertas urbanas,Medio Ambiente,8,Villa Hermosa,ladera_oriente,movil,ios,522,VALIDO,2026-04-15T14:11:29
V-0001226,PP-205,Huertas urbanas,Medio Ambiente,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1147,VALIDO,2026-04-15T11:49:34
V-0004902,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,web,desktop,3112,VALIDO,2026-04-15T12:47:23
V-0003652,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,movil,ios,2713,VALIDO,2026-04-15T09:16:52
V-0002647,PP-422,Escuelas deportivas,INDER,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1357,VALIDO,2026-04-15T14:48:43
V-0004368,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,web,desktop,590,VALIDO,2026-04-15T09:04:41
V-0004882,PP-633,Aulas digitales,Educacion,90,Santa Elena,rural,movil,ios,451,VALIDO,2026-04-15T11:59:18
V-0003078,PP-633,Aulas digitales,Educacion,5,Castilla,valle,punto_fisico,terminal,1263,VALIDO,2026-04-15T15:39:38
V-0006357,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,punto_fisico,terminal,1424,VALIDO,2026-04-15T16:26:56
V-0004591,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,web,desktop,90,VALIDO,2026-04-15T14:55:59
V-0003546,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,movil,android,139,VALIDO,2026-04-15T15:04:50
V-0004866,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,kiosko,terminal,1479,VALIDO,2026-04-15T15:10:46
V-0005272,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,movil,android,715,VALIDO,2026-04-15T13:58:43
V-0007345,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,kiosko,terminal,1636,VALIDO,2026-04-15T13:34:40
V-0001028,PP-318,Ciclorutas seguras,Movilidad,60,San Cristobal,rural,kiosko,terminal,1432,VALIDO,2026-04-15T15:30:44
V-0005657,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,web,tablet,197,VALIDO,2026-04-15T12:33:12
V-0002488,PP-704,Mejoramiento de parques,Infraestructura,12,La America,centro_sur,web,tablet,500,VALIDO,2026-04-15T12:35:05
V-0001658,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,punto_fisico,terminal,1395,VALIDO,2026-04-15T15:40:11
V-0006415,PP-633,Aulas digitales,Educacion,90,Santa Elena,rural,web,desktop,236,VALIDO,2026-04-15T13:20:36
V-0005160,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,punto_fisico,terminal,1453,VALIDO,2026-04-15T11:45:38
V-0000350,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,punto_fisico,terminal,1112,VALIDO,2026-04-15T14:52:50
V-0000453,PP-633,Aulas digitales,Educacion,5,Castilla,valle,web,desktop,92,VALIDO,2026-04-15T10:17:57
V-0000663,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,punto_fisico,terminal,1409,VALIDO,2026-04-15T13:32:59
V-0000173,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,web,tablet,156,VALIDO,2026-04-15T14:09:44
V-0001406,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,movil,android,622,VALIDO,2026-04-15T13:06:19
V-0005939,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,movil,android,178,VALIDO,2026-04-15T09:30:58
V-0004551,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,kiosko,terminal,1520,INVALIDO,2026-04-15T15:01:07
V-0006564,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,web,tablet,410,VALIDO,2026-04-15T16:19:33
V-0000423,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1423,VALIDO,2026-04-15T14:15:35
V-0001221,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,movil,android,322,REVISION,2026-04-15T16:07:57
V-0003347,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,web,desktop,615,VALIDO,2026-04-15T11:10:09
V-0003194,PP-318,Ciclorutas seguras,Movilidad,90,Santa Elena,rural,punto_fisico,terminal,1056,VALIDO,2026-04-15T16:49:04
V-0007015,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,web,desktop,2626,REVISION,2026-04-15T10:12:20
V-0002828,PP-517,Cuidado adulto mayor,Inclusion Social,7,Robledo,ladera_noroccidente,movil,android,324,VALIDO,2026-04-15T14:39:26
V-0000103,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1264,VALIDO,2026-04-15T16:57:19
V-0004604,PP-633,Aulas digitales,Educacion,3,Manrique,ladera_norte,web,tablet,246,VALIDO,2026-04-15T12:58:43
V-0002772,PP-704,Mejoramiento de parques,Infraestructura,16,Belen,sur,punto_fisico,terminal,1536,VALIDO,2026-04-15T11:27:15
V-0001581,PP-633,Aulas digitales,Educacion,16,Belen,sur,movil,android,561,VALIDO,2026-04-15T16:24:27
V-0003693,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,movil,ios,765,VALIDO,2026-04-15T10:48:49
V-0005550,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,web,desktop,130,VALIDO,2026-04-15T09:28:59
V-0000136,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,movil,ios,586,VALIDO,2026-04-15T15:20:06
V-0004609,PP-633,Aulas digitales,Educacion,16,Belen,sur,web,desktop,210,VALIDO,2026-04-15T09:24:07
V-0005470,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,movil,android,90,VALIDO,2026-04-15T12:43:44
V-0001311,PP-422,Escuelas deportivas,INDER,90,Santa Elena,rural,punto_fisico,terminal,1313,VALIDO,2026-04-15T13:13:00
V-0006770,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,web,desktop,2027,VALIDO,2026-04-15T10:05:12
V-0005565,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,punto_fisico,terminal,1397,VALIDO,2026-04-15T12:25:14
V-0002120,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1521,VALIDO,2026-04-15T14:58:22
V-0007488,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,movil,android,772,VALIDO,2026-04-15T12:04:48
V-0006702,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,kiosko,terminal,1906,VALIDO,2026-04-15T15:08:42
V-0001936,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,movil,android,503,VALIDO,2026-04-15T13:26:11
V-0006621,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,movil,android,401,VALIDO,2026-04-15T13:56:45
V-0002496,PP-517,Cuidado adulto mayor,Inclusion Social,3,Manrique,ladera_norte,punto_fisico,terminal,1513,VALIDO,2026-04-15T09:29:04
V-0002405,PP-422,Escuelas deportivas,INDER,6,Doce de Octubre,ladera_noroccidente,web,tablet,407,VALIDO,2026-04-15T12:47:19
V-0000808,PP-704,Mejoramiento de parques,Infraestructura,14,El Poblado,sur,movil,android,591,VALIDO,2026-04-15T10:29:40
V-0002046,PP-318,Ciclorutas seguras,Movilidad,7,Robledo,ladera_noroccidente,web,tablet,497,VALIDO,2026-04-15T16:13:14
V-0002499,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,punto_fisico,terminal,1711,VALIDO,2026-04-15T15:49:50
V-0000463,PP-633,Aulas digitales,Educacion,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1619,VALIDO,2026-04-15T14:43:27
V-0001957,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,web,tablet,390,VALIDO,2026-04-15T15:03:14
V-0003461,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,movil,android,500,VALIDO,2026-04-15T16:55:57
V-0000800,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,web,desktop,514,VALIDO,2026-04-15T10:38:59
V-0003353,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,web,tablet,507,VALIDO,2026-04-15T16:48:51
V-0001074,PP-205,Huertas urbanas,Medio Ambiente,5,Castilla,valle,punto_fisico,terminal,1126,VALIDO,2026-04-15T09:56:24
V-0000145,PP-205,Huertas urbanas,Medio Ambiente,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1439,VALIDO,2026-04-15T09:38:34
V-0001341,PP-633,Aulas digitales,Educacion,2,Santa Cruz,ladera_norte,kiosko,terminal,1732,VALIDO,2026-04-15T14:40:13
V-0002441,PP-517,Cuidado adulto mayor,Inclusion Social,13,San Javier,ladera_occidente,punto_fisico,terminal,1384,VALIDO,2026-04-15T13:45:11
V-0006614,PP-704,Mejoramiento de parques,Infraestructura,13,San Javier,ladera_occidente,movil,ios,600,VALIDO,2026-04-15T09:52:57
V-0007476,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,kiosko,terminal,1756,VALIDO,2026-04-15T12:44:25
V-0003297,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,kiosko,terminal,1760,REVISION,2026-04-15T15:29:28
V-0004199,PP-422,Escuelas deportivas,INDER,15,Guayabal,sur,movil,ios,615,VALIDO,2026-04-15T11:14:30
V-0006989,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,movil,android,510,VALIDO,2026-04-15T11:08:32
V-0002489,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,movil,android,2830,INVALIDO,2026-04-15T11:42:09
V-0001004,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,web,desktop,141,VALIDO,2026-04-15T15:19:56
V-0004898,PP-422,Escuelas deportivas,INDER,5,Castilla,valle,web,desktop,3520,REVISION,2026-04-15T15:47:36
V-0003616,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,movil,android,495,VALIDO,2026-04-15T15:58:27
V-0000556,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,movil,ios,579,VALIDO,2026-04-15T10:12:58
V-0006338,PP-633,Aulas digitales,Educacion,3,Manrique,ladera_norte,web,desktop,303,VALIDO,2026-04-15T10:13:45
V-0001486,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,kiosko,terminal,3554,VALIDO,2026-04-15T10:57:18
V-0005360,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,web,tablet,490,VALIDO,2026-04-15T13:50:59
V-0001273,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,web,tablet,338,VALIDO,2026-04-15T10:06:09
V-0001412,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,web,desktop,355,VALIDO,2026-04-15T10:09:52
V-0006875,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,movil,android,493,VALIDO,2026-04-15T13:15:29
V-0001472,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,web,desktop,258,VALIDO,2026-04-15T11:38:15
V-0005880,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1442,VALIDO,2026-04-15T14:27:10
V-0002289,PP-422,Escuelas deportivas,INDER,8,Villa Hermosa,ladera_oriente,web,tablet,434,VALIDO,2026-04-15T11:32:25
V-0004451,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,punto_fisico,terminal,1439,VALIDO,2026-04-15T15:04:55
V-0004332,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,kiosko,terminal,2119,REVISION,2026-04-15T13:41:46
V-0006387,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,movil,android,411,VALIDO,2026-04-15T12:20:46
V-0003910,PP-318,Ciclorutas seguras,Movilidad,7,Robledo,ladera_noroccidente,web,desktop,147,VALIDO,2026-04-15T12:27:23
V-0000982,PP-517,Cuidado adulto mayor,Inclusion Social,1,Popular,ladera_norte,punto_fisico,terminal,1272,INVALIDO,2026-04-15T14:55:21
V-0006386,PP-704,Mejoramiento de parques,Infraestructura,1,Popular,ladera_norte,web,desktop,464,VALIDO,2026-04-15T11:42:30
V-0005194,PP-318,Ciclorutas seguras,Movilidad,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1309,VALIDO,2026-04-15T16:52:40
V-0006638,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,kiosko,terminal,1811,VALIDO,2026-04-15T16:02:26
V-0001269,PP-205,Huertas urbanas,Medio Ambiente,13,San Javier,ladera_occidente,web,desktop,439,VALIDO,2026-04-15T12:13:39
V-0006456,PP-704,Mejoramiento de parques,Infraestructura,3,Manrique,ladera_norte,movil,ios,616,VALIDO,2026-04-15T15:28:21
V-0000269,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,web,desktop,249,VALIDO,2026-04-15T13:45:48
V-0000655,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1296,VALIDO,2026-04-15T15:24:19
V-0004863,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1261,VALIDO,2026-04-15T16:38:16
V-0007230,PP-633,Aulas digitales,Educacion,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1325,VALIDO,2026-04-15T15:02:51
V-0004049,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,web,tablet,205,VALIDO,2026-04-15T12:33:50
V-0002771,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,web,tablet,590,VALIDO,2026-04-15T14:57:03
V-0000590,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,web,tablet,719,VALIDO,2026-04-15T15:30:16
V-0003304,PP-633,Aulas digitales,Educacion,14,El Poblado,sur,web,desktop,345,VALIDO,2026-04-15T11:20:04
V-0006674,PP-633,Aulas digitales,Educacion,16,Belen,sur,web,desktop,424,VALIDO,2026-04-15T12:56:29
V-0007001,PP-517,Cuidado adulto mayor,Inclusion Social,16,Belen,sur,movil,android,788,VALIDO,2026-04-15T11:21:02
V-0007348,PP-517,Cuidado adulto mayor,Inclusion Social,5,Castilla,valle,kiosko,terminal,2025,VALIDO,2026-04-15T13:16:32
V-0007275,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,web,desktop,98,VALIDO,2026-04-15T11:23:29
V-0004820,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,movil,android,419,VALIDO,2026-04-15T09:32:46
V-0002797,PP-633,Aulas digitales,Educacion,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1425,VALIDO,2026-04-15T10:28:35
V-0003791,PP-517,Cuidado adulto mayor,Inclusion Social,4,Aranjuez,valle,movil,android,542,VALIDO,2026-04-15T15:09:33
V-0006479,PP-633,Aulas digitales,Educacion,2,Santa Cruz,ladera_norte,web,desktop,479,VALIDO,2026-04-15T13:31:29
V-0002964,PP-704,Mejoramiento de parques,Infraestructura,10,La Candelaria,centro,web,desktop,222,VALIDO,2026-04-15T10:44:46
V-0003059,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,web,desktop,293,VALIDO,2026-04-15T13:05:16
V-0000678,PP-517,Cuidado adulto mayor,Inclusion Social,2,Santa Cruz,ladera_norte,movil,android,580,VALIDO,2026-04-15T15:03:51
V-0003106,PP-517,Cuidado adulto mayor,Inclusion Social,4,Aranjuez,valle,web,tablet,122,VALIDO,2026-04-15T14:47:41
V-0005045,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,kiosko,terminal,1706,VALIDO,2026-04-15T11:25:55
V-0006842,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,android,596,VALIDO,2026-04-15T13:10:02
V-0002648,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1611,VALIDO,2026-04-15T09:17:22
V-0004383,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,kiosko,terminal,1618,VALIDO,2026-04-15T12:24:10
V-0006526,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,movil,ios,578,VALIDO,2026-04-15T12:06:45
V-0003905,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,web,tablet,469,VALIDO,2026-04-15T15:22:54
V-0003389,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,movil,ios,663,VALIDO,2026-04-15T11:53:13
V-0003615,PP-205,Huertas urbanas,Medio Ambiente,2,Santa Cruz,ladera_norte,web,tablet,680,VALIDO,2026-04-15T12:01:49
V-0002407,PP-633,Aulas digitales,Educacion,9,Buenos Aires,ladera_oriente,movil,android,589,VALIDO,2026-04-15T09:36:11
V-0002246,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,desktop,424,VALIDO,2026-04-15T10:01:49
V-0001612,PP-633,Aulas digitales,Educacion,16,Belen,sur,punto_fisico,terminal,1512,VALIDO,2026-04-15T14:10:16
V-0003888,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,movil,android,534,VALIDO,2026-04-15T12:39:15
V-0005200,PP-205,Huertas urbanas,Medio Ambiente,8,Villa Hermosa,ladera_oriente,movil,android,626,VALIDO,2026-04-15T15:22:07
V-0002846,PP-633,Aulas digitales,Educacion,50,San Sebastian de Palmitas,rural,web,desktop,290,VALIDO,2026-04-15T16:10:08
V-0002413,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,movil,android,647,VALIDO,2026-04-15T10:05:04
V-0003519,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,kiosko,terminal,1564,VALIDO,2026-04-15T12:39:28
V-0003602,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,punto_fisico,terminal,1180,VALIDO,2026-04-15T10:25:26
V-0000606,PP-422,Escuelas deportivas,INDER,60,San Cristobal,rural,kiosko,terminal,1765,VALIDO,2026-04-15T15:31:59
V-0007138,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1438,VALIDO,2026-04-15T11:14:36
V-0006036,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,punto_fisico,terminal,1688,REVISION,2026-04-15T15:17:57
V-0001469,PP-101,Bibliotecas barriales,Cultura,3,Manrique,ladera_norte,movil,android,531,VALIDO,2026-04-15T12:38:03
V-0007203,PP-422,Escuelas deportivas,INDER,8,Villa Hermosa,ladera_oriente,web,desktop,252,VALIDO,2026-04-15T10:34:12
V-0003359,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,web,desktop,584,VALIDO,2026-04-15T09:06:54
V-0003296,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,web,desktop,97,VALIDO,2026-04-15T15:34:42
V-0003195,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1001,VALIDO,2026-04-15T12:40:17
V-0003626,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,movil,ios,2232,VALIDO,2026-04-15T16:02:00
V-0003321,PP-205,Huertas urbanas,Medio Ambiente,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1253,VALIDO,2026-04-15T13:14:32
V-0002156,PP-517,Cuidado adulto mayor,Inclusion Social,6,Doce de Octubre,ladera_noroccidente,web,tablet,233,VALIDO,2026-04-15T09:55:03
V-0002448,PP-101,Bibliotecas barriales,Cultura,80,San Antonio de Prado,rural,movil,android,413,VALIDO,2026-04-15T14:20:57
V-0007207,PP-704,Mejoramiento de parques,Infraestructura,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1250,VALIDO,2026-04-15T09:34:52
V-0002078,PP-205,Huertas urbanas,Medio Ambiente,6,Doce de Octubre,ladera_noroccidente,web,desktop,534,VALIDO,2026-04-15T12:08:07
V-0006688,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,movil,android,2729,VALIDO,2026-04-15T12:07:13
V-0003559,PP-318,Ciclorutas seguras,Movilidad,60,San Cristobal,rural,kiosko,terminal,4895,VALIDO,2026-04-15T14:17:55
V-0003348,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,kiosko,terminal,1771,VALIDO,2026-04-15T14:57:29
V-0003612,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,movil,android,412,VALIDO,2026-04-15T13:51:45
V-0000585,PP-422,Escuelas deportivas,INDER,8,Villa Hermosa,ladera_oriente,web,desktop,305,VALIDO,2026-04-15T15:55:12
V-0004195,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,web,desktop,399,VALIDO,2026-04-15T09:38:58
V-0006979,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,web,desktop,166,VALIDO,2026-04-15T11:58:44
V-0003289,PP-704,Mejoramiento de parques,Infraestructura,3,Manrique,ladera_norte,kiosko,terminal,1564,VALIDO,2026-04-15T13:08:22
V-0002471,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,web,tablet,558,VALIDO,2026-04-15T15:56:35
V-0005822,PP-517,Cuidado adulto mayor,Inclusion Social,11,Laureles-Estadio,centro_sur,kiosko,terminal,1870,REVISION,2026-04-15T13:46:03
V-0004790,PP-205,Huertas urbanas,Medio Ambiente,9,Buenos Aires,ladera_oriente,web,desktop,448,VALIDO,2026-04-15T16:24:32
V-0006268,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,web,desktop,171,VALIDO,2026-04-15T14:22:29
V-0003949,PP-517,Cuidado adulto mayor,Inclusion Social,2,Santa Cruz,ladera_norte,web,desktop,96,VALIDO,2026-04-15T14:59:22
V-0002185,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1312,VALIDO,2026-04-15T10:27:42
V-0002586,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,movil,ios,529,VALIDO,2026-04-15T11:08:04
V-0007249,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,movil,ios,572,VALIDO,2026-04-15T14:46:47
V-0005286,PP-101,Bibliotecas barriales,Cultura,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1511,VALIDO,2026-04-15T15:26:18
V-0000345,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,web,desktop,508,VALIDO,2026-04-15T11:10:50
V-0005863,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,web,tablet,297,VALIDO,2026-04-15T12:00:05
V-0002284,PP-704,Mejoramiento de parques,Infraestructura,1,Popular,ladera_norte,kiosko,terminal,1645,VALIDO,2026-04-15T14:57:51
V-0007059,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,web,desktop,545,REVISION,2026-04-15T13:29:25
V-0003468,PP-517,Cuidado adulto mayor,Inclusion Social,80,San Antonio de Prado,rural,punto_fisico,terminal,1374,VALIDO,2026-04-15T15:55:48
V-0005821,PP-318,Ciclorutas seguras,Movilidad,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1298,VALIDO,2026-04-15T16:47:36
V-0006943,PP-704,Mejoramiento de parques,Infraestructura,13,San Javier,ladera_occidente,kiosko,terminal,3918,INVALIDO,2026-04-15T14:00:00
V-0005120,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,web,tablet,376,VALIDO,2026-04-15T10:41:39
V-0000091,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,punto_fisico,terminal,1195,VALIDO,2026-04-15T11:19:02
V-0004889,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,movil,ios,771,VALIDO,2026-04-15T10:56:06
V-0004253,PP-205,Huertas urbanas,Medio Ambiente,2,Santa Cruz,ladera_norte,web,tablet,442,VALIDO,2026-04-15T09:13:36
V-0004648,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,web,desktop,355,VALIDO,2026-04-15T12:13:06
V-0003853,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1231,INVALIDO,2026-04-15T12:16:29
V-0002118,PP-704,Mejoramiento de parques,Infraestructura,4,Aranjuez,valle,movil,android,326,VALIDO,2026-04-15T14:03:20
